,catalogNumber,LM1x,LM2x,LM3x,LM4x,LM5x,LM6x,LM7x,LM8x,LM9x,LM1y,LM2y,LM3y,LM4y,LM5y,LM6y,LM7y,LM8y,LM9y,Species,Genus,Subfamily,Family,Sex,Collection
191,UCSB_IZC00035441_R,0.457401563,0.376069325,-0.101979507,-0.205081961,-0.379808762,-0.441648401,0.03284176,0.089731657,0.172474325,0.117720235,0.203098801,0.096136345,0.12872556,0.033149609,0.056188225,-0.100741791,-0.230985917,-0.303291068,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
192,UCSB_IZC00035452_L,0.467597972,0.300660469,-0.099539096,-0.194251075,-0.344850001,-0.420731114,-0.026376249,0.094860844,0.22262825,0.132162933,0.196230442,0.134329261,0.160733087,0.054871712,0.068892044,-0.171043358,-0.267590702,-0.308585419,Xylocopa tabaniformis orpifex,Xylocopa,Xylocopinae,Apidae,Female,UCSB
193,UCSB_IZC00035452_R,0.470398761,0.301084888,-0.105180612,-0.188366588,-0.341800611,-0.42264859,-0.032053928,0.096874586,0.221692095,0.134539447,0.194914524,0.130938179,0.162920066,0.055823625,0.066601659,-0.169947272,-0.2685123,-0.307277929,Xylocopa tabaniformis orpifex,Xylocopa,Xylocopinae,Apidae,Female,UCSB
194,UCSB_IZC00035453_L,0.455467991,0.391613685,-0.100053984,-0.210765497,-0.37166821,-0.44412153,0.023804419,0.088404975,0.167318151,0.116048986,0.211017971,0.09681208,0.120415746,0.029561529,0.05436496,-0.103338473,-0.221456048,-0.303426752,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
195,UCSB_IZC00035453_R,0.450592918,0.385831815,-0.096992647,-0.208126294,-0.372426125,-0.448694051,0.027633657,0.090844923,0.171335804,0.115689159,0.206793244,0.099368026,0.127922033,0.031917872,0.049987988,-0.103798323,-0.222038292,-0.305841707,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
196,UCSB_IZC00035453_R,0.451262962,0.388421517,-0.098515011,-0.207587083,-0.372876646,-0.446289259,0.026323884,0.090410486,0.16884915,0.111539783,0.208912992,0.099022412,0.127932695,0.032577563,0.050601917,-0.102748918,-0.222143794,-0.30569465,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
197,UCSB_IZC00035453_R,0.450592918,0.385831815,-0.096992647,-0.208126294,-0.372426125,-0.448694051,0.027633657,0.090844923,0.171335804,0.111539783,0.208912992,0.099022412,0.127932695,0.032577563,0.050601917,-0.102748918,-0.222143794,-0.30569465,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
198,UCSB_IZC00035453_R,0.451262962,0.388421517,-0.098515011,-0.207587083,-0.372876646,-0.446289259,0.026323884,0.090410486,0.16884915,0.115689159,0.206793244,0.099368026,0.127922033,0.031917872,0.049987988,-0.103798323,-0.222038292,-0.305841707,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
199,UCSB_IZC00035519_L,0.459681942,0.379407842,-0.100308422,-0.205945109,-0.371264088,-0.441132784,0.022526548,0.089067371,0.167966701,0.115609581,0.210343521,0.104163478,0.127045892,0.027389321,0.054967239,-0.109331009,-0.229645243,-0.300542779,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
200,UCSB_IZC00035519_R,0.455909626,0.382996346,-0.108640574,-0.207815492,-0.372212239,-0.438487967,0.025754193,0.093262058,0.169234048,0.113818991,0.208927059,0.104028578,0.128420782,0.02913825,0.05710713,-0.109190745,-0.231569371,-0.300680674,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
201,UCSB_IZC00035534_L,0.459470651,0.381038906,-0.097974562,-0.198167241,-0.374435834,-0.439550112,0.023916852,0.079189717,0.166511622,0.120429843,0.214019462,0.101546765,0.127195516,0.02719127,0.051581364,-0.111220539,-0.228667706,-0.302075973,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
202,UCSB_IZC00035534_R,0.460002947,0.384500356,-0.100018208,-0.202162618,-0.375321779,-0.432284661,0.020526477,0.080355818,0.164401668,0.116330046,0.222987324,0.100361384,0.125008509,0.028693543,0.051698066,-0.114471638,-0.229537376,-0.301069859,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
203,UCSB_IZC00035538_L,0.457405389,0.385237702,-0.103620061,-0.207680203,-0.377199079,-0.427570444,0.012177698,0.089108061,0.172140937,0.117062689,0.2161268,0.100407305,0.124069516,0.026297395,0.058322849,-0.104615978,-0.228496966,-0.30917361,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
204,UCSB_IZC00035538_R,0.457706962,0.382409361,-0.104768262,-0.206422988,-0.368762899,-0.439011629,0.017901088,0.089943558,0.17100481,0.11611446,0.215465891,0.098998613,0.120776705,0.033878767,0.055506775,-0.103236292,-0.230399871,-0.307105047,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
205,UCSB_IZC00035610_L,0.463125274,0.392214716,-0.10298719,-0.208880186,-0.37413956,-0.436720625,0.021575511,0.080470811,0.165341249,0.119076645,0.209708202,0.100053155,0.121772171,0.024834224,0.050859504,-0.101341818,-0.226514301,-0.298447781,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
206,UCSB_IZC00035610_R,0.464207761,0.387386513,-0.103850337,-0.209814955,-0.372232108,-0.440690064,0.018989852,0.085130223,0.170873117,0.115387083,0.210527332,0.09363906,0.123552698,0.030118131,0.053586117,-0.108236055,-0.222834984,-0.295739381,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
207,UCSB_IZC00035618_L,0.451713357,0.37239443,-0.112155891,-0.225200115,-0.352061303,-0.41633098,0.021470473,0.08173158,0.178438449,0.126051925,0.227858463,0.098244585,0.127470393,0.046685605,0.067482388,-0.121543991,-0.253330224,-0.318919145,Bombus californicus,Bombus,Apinae,Apidae,Female,UCSB
208,UCSB_IZC00035618_R,0.448815372,0.373840422,-0.111275818,-0.221399137,-0.348988213,-0.421803977,0.028292244,0.078090431,0.174428675,0.122609468,0.232324447,0.099267381,0.131357546,0.0467744,0.062143799,-0.123416393,-0.253195796,-0.317864852,Bombus californicus,Bombus,Apinae,Apidae,Female,UCSB
209,UCSB_IZC00036056_L,0.476064155,0.287761331,0.02015855,-0.163952157,-0.35493839,-0.434234502,-0.042170491,0.051128586,0.160182917,0.204418649,0.195658642,0.14241338,0.150083122,0.040250047,0.029493219,-0.168589605,-0.269002053,-0.324725401,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
210,UCSB_IZC00036056_R,0.477572564,0.290107809,0.026146709,-0.164304377,-0.353287693,-0.432693946,-0.047944473,0.046456053,0.157947353,0.212352118,0.192259312,0.142448275,0.151729967,0.041192106,0.024131181,-0.170107554,-0.270907495,-0.323097908,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
211,UCSB_IZC00036078_L,0.403196728,0.297492719,-0.029334157,-0.107723135,-0.334366627,-0.503489204,0.022866336,0.091158094,0.160199246,0.104417741,0.234349824,0.181477849,0.209489982,0.029938327,0.007447329,-0.170533775,-0.287409896,-0.309177381,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
212,UCSB_IZC00036078_R,0.400712465,0.299755311,-0.030352906,-0.105151213,-0.32836022,-0.500006536,0.016649455,0.086325851,0.160427792,0.113441085,0.235788995,0.182069043,0.210137445,0.037190992,0.004218817,-0.181044864,-0.292983016,-0.308818496,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
213,UCSB_IZC00036167_L,0.477033817,0.302896808,-0.006759891,-0.159288156,-0.354717885,-0.447517199,-0.050099325,0.060708405,0.177743427,0.173503768,0.193456193,0.142269148,0.151907677,0.039594001,0.021492371,-0.157941277,-0.255082466,-0.309199415,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
214,UCSB_IZC00036167_R,0.476752792,0.301487119,0.003793799,-0.157144212,-0.358805061,-0.458798056,-0.04116126,0.062063353,0.171811525,0.173517904,0.187868348,0.140943296,0.151663482,0.038684354,0.018612269,-0.155446978,-0.253791037,-0.302051637,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
215,UCSB_IZC00036320_L,0.407055867,0.299433521,-0.036104499,-0.111917497,-0.324754013,-0.480406569,0.008472957,0.083621944,0.154598287,0.11753361,0.249785312,0.179988616,0.207915389,0.034368593,0.008963655,-0.182885921,-0.29511646,-0.320552794,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
216,UCSB_IZC00036320_R,0.402255165,0.305418835,-0.032482396,-0.11504619,-0.326969097,-0.476441378,0.007244991,0.084683344,0.151336726,0.118156691,0.252666721,0.181895606,0.206142857,0.034670258,0.008002775,-0.183826297,-0.297214174,-0.320494437,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
217,UCSB_IZC00036326_L,0.396193218,0.299751774,-0.021422302,-0.121888955,-0.329469508,-0.496266163,0.016981686,0.091942603,0.164177648,0.101595179,0.243924347,0.180373253,0.209145487,0.037981184,0.007592706,-0.176115672,-0.292904233,-0.311592252,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
218,UCSB_IZC00036326_R,0.398216996,0.301926846,-0.018284281,-0.117215934,-0.326806608,-0.504046944,0.017277334,0.090393403,0.158539188,0.101504821,0.242340539,0.18022701,0.21195294,0.037051076,-0.000446822,-0.173866957,-0.292703888,-0.306058718,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
219,UCSB_IZC00036441_L,0.475762781,0.29716139,0.008882306,-0.159857807,-0.361377563,-0.445049803,-0.047399663,0.058127957,0.173750403,0.193065773,0.185842693,0.13454567,0.150628573,0.044054277,0.027653265,-0.168937156,-0.258361752,-0.308491342,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
220,UCSB_IZC00036441_R,0.47780701,0.293288344,0.008290219,-0.171077817,-0.361348941,-0.43630822,-0.04407376,0.060006528,0.173416638,0.194195564,0.185755416,0.137568941,0.147893746,0.044945043,0.03428947,-0.17137973,-0.264449884,-0.308818565,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
221,UCSB_IZC00036466_L,0.400094114,0.294454625,-0.034273101,-0.107753729,-0.328773935,-0.481309039,0.006140897,0.087593993,0.163826175,0.12393533,0.24203986,0.180820197,0.20788754,0.032793663,0.02067565,-0.188160955,-0.297961796,-0.32202949,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
222,UCSB_IZC00036466_R,0.399159902,0.297664973,-0.036236565,-0.10841502,-0.324640613,-0.477466299,0.002909383,0.084367764,0.162656474,0.119683732,0.248311854,0.186029241,0.212387934,0.032176852,0.014603469,-0.19192301,-0.299281136,-0.321988938,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
223,UCSB_IZC00036467_L,0.439039557,0.301396836,-0.017944895,-0.191021709,-0.394037768,-0.450086839,0.027018465,0.109691728,0.175944624,0.122433152,0.195351839,0.146781277,0.143558324,0.028254822,0.062022695,-0.107798568,-0.278624155,-0.311979387,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB
224,UCSB_IZC00036467_R,0.439766801,0.29926319,-0.018453812,-0.195385411,-0.395916949,-0.445969383,0.032216034,0.110728318,0.173751211,0.121545009,0.195244036,0.147745517,0.145426303,0.026293601,0.063737508,-0.105415263,-0.279431328,-0.315145383,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB
225,UCSB_IZC00036553_L,0.480094895,0.294008547,0.003485709,-0.171511879,-0.359455439,-0.438431687,-0.039498104,0.056816412,0.174491547,0.191573331,0.1830154,0.141423524,0.146145752,0.041897979,0.03270071,-0.162113654,-0.262851954,-0.311791088,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
226,UCSB_IZC00036553_R,0.48036098,0.287901377,0.006889455,-0.165357721,-0.359410954,-0.443557389,-0.037890697,0.061875272,0.169189678,0.18931117,0.186531188,0.139067654,0.149572791,0.042881722,0.030258258,-0.161220204,-0.263225291,-0.313177288,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
227,UCSB_IZC00036565_L,0.464365175,0.311430515,0.01025319,-0.143703097,-0.355708296,-0.443172089,-0.045735892,0.042988631,0.159281862,0.191267906,0.206965179,0.146766987,0.153779584,0.032681803,0.01512165,-0.163832394,-0.267845586,-0.31490513,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
228,UCSB_IZC00036565_R,0.460510275,0.310433191,0.007325238,-0.140804893,-0.349191955,-0.447248493,-0.041049385,0.042299475,0.157726548,0.191022851,0.211978584,0.145701537,0.153653756,0.038664587,0.012857544,-0.164397746,-0.268656287,-0.320824826,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
229,UCSB_IZC00036601_L,0.401589027,0.304600762,-0.037681968,-0.117576543,-0.317786568,-0.4783839,0.002795306,0.086419573,0.156024311,0.116157521,0.246520141,0.187793461,0.21486127,0.040870539,-0.001233178,-0.184047827,-0.3018256,-0.319096327,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
230,UCSB_IZC00036601_R,0.399933557,0.300232473,-0.037076582,-0.115307482,-0.322028625,-0.477158074,0.004074767,0.088116933,0.159213032,0.112630086,0.249689463,0.188014928,0.214753085,0.037131057,0.005107361,-0.185271811,-0.300181539,-0.32187263,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
231,UCSB_IZC00036757_L,0.406780931,0.305135433,-0.039527489,-0.117293992,-0.324758464,-0.491846737,0.015223267,0.087078947,0.159208104,0.109112914,0.246867252,0.172404091,0.200219889,0.042682147,0.008781024,-0.178574851,-0.293077539,-0.308414927,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
232,UCSB_IZC00036757_R,0.410009697,0.30492787,-0.03779822,-0.124065267,-0.321774643,-0.489108651,0.014184892,0.088703026,0.154921297,0.112749909,0.245869127,0.170853692,0.198916788,0.042325691,0.009303373,-0.17448752,-0.293357825,-0.312173233,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
233,UCSB_IZC00036766_L,0.402612199,0.305296098,-0.023679678,-0.112596145,-0.324427874,-0.498269617,0.006016839,0.085785196,0.159262982,0.107810462,0.244837599,0.176425018,0.211308252,0.03256612,0.000769723,-0.173238294,-0.288879315,-0.311599565,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
234,UCSB_IZC00036766_R,0.40610635,0.304430806,-0.02607962,-0.112409917,-0.326559491,-0.493547897,0.006167876,0.08383646,0.158055433,0.111675271,0.243360438,0.176168985,0.21108017,0.031620085,0.002442184,-0.176833442,-0.287973083,-0.311540609,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
235,UCSB_IZC00036773_L,0.392339433,0.314649518,-0.011910459,-0.114203104,-0.33797502,-0.493615076,0.010914839,0.077079219,0.162720651,0.101726422,0.254087811,0.17758377,0.207227118,0.024687451,0.005137341,-0.176379408,-0.28355685,-0.310513656,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB
236,UCSB_IZC00036773_R,0.389195278,0.315317851,-0.013661397,-0.10892151,-0.341441238,-0.502849564,0.013839789,0.079145718,0.169375073,0.103621498,0.244847062,0.173074304,0.203856056,0.030124581,0.006332484,-0.173240729,-0.281492769,-0.307122488,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB
237,UCSB_IZC00036776_L,0.450477233,0.387173304,-0.07335277,-0.196728774,-0.374029944,-0.445557351,0.018679297,0.074618328,0.158720677,0.128270973,0.215835157,0.103106381,0.12696691,0.019435904,0.046624678,-0.102282982,-0.231588231,-0.30636879,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
238,UCSB_IZC00036776_R,0.456699769,0.377256979,-0.080320826,-0.207704908,-0.379482449,-0.43667816,0.024928526,0.080301276,0.164999793,0.120961578,0.209984502,0.107638198,0.129018047,0.023359255,0.049488203,-0.102090334,-0.230894785,-0.307464663,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
239,UCSB_IZC00037171_L,0.437703363,0.323447881,-0.058194868,-0.177922695,-0.353828784,-0.473048241,0.026312062,0.100238782,0.1752925,0.115306155,0.217300257,0.116917416,0.15034168,0.045337316,0.049105938,-0.109849812,-0.277074457,-0.307384495,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
240,UCSB_IZC00037171_R,0.440518405,0.320732853,-0.052164771,-0.185352654,-0.346549463,-0.471207363,0.029763574,0.098357782,0.165901637,0.125510776,0.216771235,0.120857166,0.143425838,0.044562597,0.05197943,-0.108049781,-0.279496474,-0.315560787,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
241,UCSB_IZC00037197_L,0.449688089,0.388889114,-0.096864968,-0.190716285,-0.375289822,-0.435504413,0.020196695,0.075313816,0.164287776,0.130061448,0.218715537,0.09847872,0.12653667,0.023120959,0.054989204,-0.107333266,-0.234732214,-0.309837058,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
242,UCSB_IZC00037197_R,0.454290399,0.398442789,-0.093441564,-0.201344743,-0.371958026,-0.439659226,0.02172607,0.072547887,0.159396413,0.135257056,0.209972438,0.094260198,0.123239106,0.025485473,0.049328765,-0.105225187,-0.22894313,-0.303374719,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
243,UCSB_IZC00037222_L,0.489350006,0.306041433,0.007914835,-0.165760065,-0.350418563,-0.44379051,-0.047576611,0.049075125,0.155164349,0.199616887,0.190690075,0.134101217,0.145664428,0.037128862,0.02025448,-0.169256172,-0.245684958,-0.312514819,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
244,UCSB_IZC00037222_R,0.48582327,0.307717303,0.008307327,-0.160589886,-0.346616832,-0.44775831,-0.048204993,0.049892597,0.151429524,0.200795185,0.19212311,0.137907949,0.145103984,0.039610658,0.015625462,-0.16874489,-0.249670937,-0.312750521,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
245,UCSB_IZC00037252_L,0.401103745,0.306148471,-0.029450188,-0.115825849,-0.327204398,-0.489722643,0.011289735,0.086134799,0.157526327,0.113282868,0.249663845,0.174446477,0.200546674,0.038309875,0.010746108,-0.181656726,-0.290972057,-0.314367064,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
246,UCSB_IZC00037252_R,0.401106229,0.307263086,-0.027552945,-0.11547647,-0.327440476,-0.488418032,0.007769243,0.084875189,0.157874176,0.111989476,0.250790045,0.174779351,0.204171949,0.035330265,0.008270753,-0.179953186,-0.290439236,-0.314939417,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
247,UCSB_IZC00037255_L,0.454219815,0.330196832,-0.076013805,-0.184284874,-0.342938283,-0.478767447,0.039259071,0.097467985,0.160860705,0.123421733,0.205655729,0.114476541,0.139578588,0.048522495,0.043855382,-0.096604597,-0.275495076,-0.303410795,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
248,UCSB_IZC00037255_R,0.444630183,0.331856991,-0.072524937,-0.185980481,-0.344481395,-0.479771514,0.041641241,0.098893495,0.165736416,0.11623762,0.211201227,0.118945314,0.138115306,0.048183123,0.047351721,-0.099125032,-0.276017932,-0.304891346,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
249,UCSB_IZC00037347_L,0.440158171,0.324567154,-0.076876071,-0.185576111,-0.33648168,-0.474754308,0.049899409,0.099570491,0.159492946,0.124074541,0.212316118,0.119756173,0.147938919,0.056341779,0.042373168,-0.096944984,-0.284701807,-0.321153907,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
250,UCSB_IZC00037347_R,0.443821978,0.32071518,-0.072757022,-0.186066522,-0.338572835,-0.472916104,0.049768549,0.098111475,0.157895301,0.126979562,0.210935498,0.120265845,0.147853498,0.052946735,0.044964194,-0.098873259,-0.285928494,-0.319143579,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
251,UCSB_IZC00037376_L,0.496496636,0.342598268,-0.095125684,-0.207544976,-0.40482142,-0.440715904,0.044087564,0.081154257,0.183871259,0.114254169,0.177295787,0.098796431,0.114574829,0.036338981,0.053664626,-0.078283261,-0.22920197,-0.287439592,Anthophora edwardsii,Anthophora,Apinae,Apidae,Female,UCSB
252,UCSB_IZC00037376_R,0.495084069,0.344994608,-0.095744314,-0.202552258,-0.406644131,-0.440210818,0.04210283,0.082747265,0.180222748,0.114905603,0.181277102,0.097947809,0.111567834,0.034473228,0.054189176,-0.074603664,-0.229915861,-0.289841227,Anthophora edwardsii,Anthophora,Apinae,Apidae,Female,UCSB
253,UCSB_IZC00037492_L,0.444755716,0.329981783,-0.076127946,-0.183795954,-0.343053841,-0.481685369,0.042394802,0.100585449,0.16694536,0.114743489,0.207555376,0.1163479,0.147984349,0.050498333,0.041756312,-0.097047403,-0.278177348,-0.30366101,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
254,UCSB_IZC00037492_R,0.439568956,0.324308508,-0.070633331,-0.179927593,-0.345045901,-0.489295075,0.049375359,0.100399334,0.171249742,0.114502372,0.207258553,0.116214773,0.143475603,0.047036657,0.051016268,-0.094628253,-0.276723888,-0.308152084,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
255,UCSB_IZC00037720_L,0.403267165,0.297728178,-0.033148305,-0.114491986,-0.323920571,-0.49110846,0.01023583,0.087049697,0.164388452,0.112703861,0.24442886,0.177499833,0.204520712,0.041313421,0.010933323,-0.181830566,-0.296620438,-0.312949006,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
256,UCSB_IZC00037720_R,0.403217425,0.300560936,-0.030445989,-0.116491726,-0.321523432,-0.498518181,0.01303776,0.087548837,0.162614371,0.111049307,0.239310657,0.177463905,0.207084453,0.040330499,0.006042841,-0.177234906,-0.293963103,-0.310083651,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
257,UCSB_IZC00038548_L,0.492260142,0.280538107,0.017002423,-0.147854648,-0.349010198,-0.445170109,-0.047813764,0.047365741,0.152682306,0.209588389,0.190697548,0.140004525,0.153394216,0.038157017,0.020181855,-0.170178087,-0.265768243,-0.31607722,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
258,UCSB_IZC00038548_R,0.485107412,0.283984258,0.025001175,-0.154494783,-0.349787603,-0.447652223,-0.043432933,0.047945597,0.153329101,0.210358295,0.186252925,0.143668987,0.152250054,0.039635373,0.018771245,-0.167062228,-0.264693359,-0.319181293,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
259,UCSB_IZC00038673_L,0.487061004,0.310946959,0.023847224,-0.156057715,-0.361139177,-0.450753284,-0.049972456,0.046458936,0.149608508,0.199370106,0.191101629,0.135514953,0.13957171,0.029354613,0.014619704,-0.15490007,-0.245687553,-0.308945092,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
260,UCSB_IZC00038673_R,0.489070896,0.307094419,0.025309845,-0.157687191,-0.357507197,-0.458443952,-0.049987712,0.05078559,0.151365303,0.194667593,0.192528131,0.132093624,0.135169551,0.037025442,0.013760752,-0.155306887,-0.245363562,-0.304574644,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
261,UCSB_IZC00038762_L,0.441278925,0.325164093,-0.065225111,-0.184079351,-0.352843143,-0.470925898,0.034886766,0.105425811,0.166317908,0.117716215,0.211111451,0.118325967,0.148411831,0.050231178,0.04407201,-0.100577129,-0.276864355,-0.312427167,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
262,UCSB_IZC00038762_R,0.443121105,0.317823412,-0.066902782,-0.18659732,-0.344981268,-0.474463626,0.036667422,0.105219578,0.170113478,0.117293731,0.211293838,0.117771275,0.14802523,0.053264022,0.046706246,-0.099086005,-0.278289628,-0.316978708,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
263,UCSB_IZC00038796_L,0.444100872,0.320942713,-0.057200734,-0.178442263,-0.342844333,-0.484505414,0.037247643,0.091019223,0.169682294,0.125099739,0.207532358,0.120285832,0.142569828,0.044654603,0.046421749,-0.095002327,-0.282237217,-0.309324564,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
264,UCSB_IZC00038796_R,0.435174385,0.327569368,-0.059083546,-0.187958756,-0.344721115,-0.480752762,0.041116149,0.09910018,0.169556097,0.112984517,0.211158746,0.12548688,0.147839355,0.047465101,0.042594926,-0.095710089,-0.284280893,-0.307538543,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB
265,UCSB_IZC00038830_L,0.402961489,0.295806928,-0.031123321,-0.108636154,-0.322703486,-0.478589983,0.000767715,0.08321333,0.158303483,0.120667433,0.253182824,0.181289044,0.210164865,0.034174445,0.012323978,-0.189007219,-0.302998558,-0.319796812,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
266,UCSB_IZC00038830_R,0.39822234,0.302262746,-0.024396244,-0.105797666,-0.320225114,-0.482197378,-0.001674135,0.081160506,0.152644944,0.127183637,0.253201422,0.181431928,0.209918153,0.033288325,0.009072341,-0.19143298,-0.303624766,-0.319038061,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
267,UCSB_IZC00038889_L,0.487973726,0.295238129,0.013857238,-0.13917619,-0.352640021,-0.463737113,-0.039481287,0.047174151,0.150791367,0.205853742,0.181953041,0.132884656,0.150403415,0.034923977,0.012613445,-0.150124298,-0.255965264,-0.312542714,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
268,UCSB_IZC00038889_R,0.489943753,0.295784264,0.014196084,-0.142925332,-0.357076338,-0.462950797,-0.035865119,0.047761336,0.15113215,0.198906261,0.182551534,0.132421666,0.152256473,0.034960265,0.010800658,-0.151100966,-0.255748312,-0.30504758,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
269,UCSB_IZC00038891_L,0.479404851,0.297102763,-0.001477498,-0.155818486,-0.360593377,-0.441931696,-0.038318698,0.05967121,0.161960931,0.188258593,0.191985066,0.135132493,0.155592533,0.038223364,0.022597327,-0.155283679,-0.258003237,-0.318502458,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
270,UCSB_IZC00038891_R,0.478620979,0.296397061,0.003968684,-0.159781473,-0.358514112,-0.443288565,-0.040402601,0.062833822,0.160166204,0.188331021,0.191148207,0.138329915,0.154527782,0.038154854,0.022454502,-0.156415257,-0.257956165,-0.318574859,Apis mellifera,Apis,Apinae,Apidae,Female,UCSB
271,UCSB_IZC00039622_L,0.460039074,0.37949586,-0.112065535,-0.211047528,-0.372004768,-0.433022915,0.026928713,0.088665065,0.173012033,0.107895084,0.211327599,0.109210065,0.127774105,0.027165552,0.053982248,-0.09640453,-0.232925373,-0.30802475,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
272,UCSB_IZC00039622_R,0.45674742,0.3746526,-0.104748911,-0.211464143,-0.367581328,-0.430068171,0.020541998,0.090075906,0.171844628,0.115390257,0.215245098,0.104316291,0.132266832,0.031460533,0.055339085,-0.101145235,-0.241735589,-0.311137272,Bombus vosnesenskii,Bombus,Apinae,Apidae,Female,UCSB
273,UCSB_IZC00039879_L,0.402696447,0.303324172,-0.02904953,-0.124464179,-0.324978257,-0.491633183,0.015135963,0.087607867,0.1613607,0.105943136,0.249243388,0.171467369,0.203360481,0.039968016,0.009173303,-0.172674979,-0.289919774,-0.31656094,Agapostemon texanus,Agapostemon,Halictinae,Halictidae,Female,UCSB
